Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
09/23/2004,04:00:00 PM,3.2,1329.75,-200,18.8514667736393,1264,323,586.25,146,1860.25,1362,31.549999713898,34.875,1.59034302990435
09/23/2004,05:00:00 PM,4.6,1446.25,-200,25.1737679560599,1433.5,442,521.75,190,2075.25,1619.25,31.624999523163,34.77499961853,1.59252241377645
09/23/2004,06:00:00 PM,4.9,1446,-200,26.1312908376577,1457.5,431,500.5,189,2059.25,1572,29,40.450000762939,1.59488206385591
09/23/2004,07:00:00 PM,4.7,1420.75,-200,25.600774058765,1444.25,402,510,173,2055.75,1446.25,27.174999713898,45.949999809265,1.63015618159968
09/23/2004,08:00:00 PM,3.3,1247.25,-200,16.8773324703962,1206.25,313,600.25,148,1784.5,1233.25,26.150000095367,48.650000572205,1.62562585463943
09/23/2004,09:00:00 PM,2.3,1168,-200,12.594666004682,1070,228,666.5,116,1646,1102.25,25.074999809265,50.5,1.58402640867313
09/23/2004,10:00:00 PM,2.1,1111,-200,10.346267233158,990.5,218,721.25,109,1559.25,1027.5,24.050000190735,50.675000190735,1.49585839634433
09/23/2004,11:00:00 PM,1.7,1071,-200,8.85155516975077,933.5,179,763,94,1504.25,941.5,22.549999713898,53.675000190735,1.44857987693925
09/24/2004,12:00:00 AM,1,968.75,-200,6.49599204344846,834.5,97,859.25,64,1436.75,772.75,22.650000095367,53.699999809265,1.45798166951482
09/24/2004,01:00:00 AM,0.9,942,-200,5.32870458324973,779.75,83,914.5,59,1418.75,737.25,21.47500038147,57.949999809265,1.46582697918998
09/24/2004,02:00:00 AM,0.7,923,-200,4.61067274768936,743.5,80,907.5,64,1394,815.25,22.300000190735,55.77499961853,1.48280422381047
09/24/2004,03:00:00 AM,0.4,812.5,-200,1.95517374606487,580.75,-200,1176.25,-200,1320,627,22.72500038147,53.800000190735,1.46728487071394
09/24/2004,04:00:00 AM,0.4,850.5,-200,2.47029821052917,617.5,66,1098.5,52,1350.75,642,21.074999809265,59.89999961853,1.47887829443394
09/24/2004,05:00:00 AM,0.5,868.25,-200,2.79128758512098,638.75,109,1093,55,1367,610,20.425000190735,62.974999427795,1.49455425512496
09/24/2004,06:00:00 AM,1.3,1061.5,-200,8.38792828175188,915,232,791.5,83,1578.75,928.75,20.825000286102,62.174999237061,1.51192270870184
09/24/2004,07:00:00 AM,3.5,1417.75,-200,21.1286917856441,1327.5,535,546.25,114,2017.25,1426.5,21.349999427795,61.550000190735,1.54515389114223
09/24/2004,08:00:00 AM,5.5,1599.5,-200,33.9601282185804,1641.25,684,439.75,137,2430,1775.5,21.875,60.199998855591,1.5599864849219
09/24/2004,09:00:00 AM,5.6,1583,-200,29.4323371433382,1537.5,803,461.25,160,2214,1788.25,22.97500038147,56.400000572205,1.56141627267885
09/24/2004,10:00:00 AM,3.4,1337.5,-200,20.3001218714333,1304.75,539,543.25,138,1929,1520.5,25.125,49.500000953674,1.55724937478913
09/24/2004,11:00:00 AM,3.2,1284.5,-200,18.4162843480924,1251.5,364,581.25,134,1866,1292.75,26.625,44.324999809265,1.52286061192223
09/24/2004,12:00:00 PM,3.7,1375.5,-200,22.2991858738478,1359,422,530,143,1997.75,1435.25,26.22500038147,45.950000762939,1.54216980317223
09/24/2004,01:00:00 PM,4.6,1466.5,-200,26.900111753065,1476.5,483,491,153,2113.5,1591.75,25.425000190735,48.699999809265,1.55942460128981
09/24/2004,02:00:00 PM,4.2,1442.25,-200,23.9595964407658,1402.5,496,518,145,2026,1551,25.550000190735,48.299999237061,1.55804147172357
09/24/2004,03:00:00 PM,3.3,1358.25,-200,19.3174826084175,1277.25,403,563.25,123,1892,1429.25,25.700000286102,47.775000572205,1.55476524129636
09/24/2004,04:00:00 PM,2.7,1222,-200,14.5164006677353,1133.25,282,624,96,1698,1194.75,24.875,49.200000762939,1.525120635744
09/24/2004,05:00:00 PM,2.2,1134,-200,11.060833023493,1016.5,268,723.5,107,1632,981,18.275000095367,75.39999961853,1.56820260945827
09/24/2004,06:00:00 PM,2.8,1120,-200,10.4140903106191,993,306,725,119,1564.5,961.75,16.299999952316,73.949998855591,1.36009930841376
09/24/2004,07:00:00 PM,2.9,1102.75,-200,10.5298228261072,997.25,293,736.25,109,1551.75,913.5,15.625,75.700000762939,1.33447577044127
09/24/2004,08:00:00 PM,2,984.5,-200,5.84417929879349,804.5,240,894.75,107,1389.75,784.5,15.425000190735,76.599998474121,1.33342913876244
09/24/2004,09:00:00 PM,0.7,794.75,-200,2.16270034338133,596,93,1226.5,57,1187.75,482.25,14,75.375001907349,1.19880364007284
09/24/2004,10:00:00 PM,0.6,786.5,-200,1.998651466707,584,99,1317.25,60,1129.25,446.25,14.924999952316,60.549999237061,1.02126385743462
09/24/2004,11:00:00 PM,1.2,838.5,-200,3.82593967621988,701,55,1127.75,22,1156.25,552.75,15.474999904633,50.85000038147,0.887976051312193
09/25/2004,12:00:00 AM,1.2,834.75,-200,3.901595974566,705.25,19,1117,2,1161,591.5,15.550000190735,50,0.877269630331466
09/25/2004,01:00:00 AM,1.1,837,-200,3.68088469525248,692.75,26,1096.25,7,1178.25,584,15.425000190735,53.574999809265,0.932617066291475
09/25/2004,02:00:00 AM,0.6,761,-200,1.72811605429152,563.25,26,1316,8,1106.25,451.25,15.350000143051,53.875,0.933413100435354
09/25/2004,03:00:00 AM,0.3,718,-200,0.994801683669544,498.5,-200,1494.5,-200,1058.75,381.5,15.25,52.375,0.901715532335699
09/25/2004,04:00:00 AM,0.3,724,-200,0.955214323500372,494.5,42,1531.25,27,1071.25,391,15.325000047684,53.074999809265,0.91810322537773
09/25/2004,05:00:00 AM,0.3,717.75,-200,0.875741044344863,486.25,32,1530.5,14,1071.5,398.25,15.350000143051,53.650000572205,0.929514865382096
09/25/2004,06:00:00 AM,0.4,743.5,-200,1.27137156039745,524.75,25,1434.25,3,1096.75,429.75,15.475000143051,53.300000190735,0.9307595685466
09/25/2004,07:00:00 AM,0.6,782,-200,2.08682663207061,590.5,28,1286.75,9,1130,460.5,15.425000190735,52.724999427795,0.917820521915639
09/25/2004,08:00:00 AM,0.7,797.75,-200,2.48502784223056,618.5,41,1204.25,14,1138.25,500.25,15.724999904633,51.050000190735,0.905616919330037
09/25/2004,09:00:00 AM,1,866.75,-200,4.62507839133214,744.25,130,1066.5,52,1207,594,16.949999809265,47.724999427795,0.914182355767549
09/25/2004,10:00:00 AM,1.1,862.25,-200,4.33126741413739,728.75,173,1103,64,1170.75,602.5,18.199999809265,41.900000572205,0.867421722907686
09/25/2004,11:00:00 AM,1.5,914.5,-200,6.49043919731406,834.25,168,1006,66,1242.5,686,19.125,36.97500038147,0.810397978578401
09/25/2004,12:00:00 PM,1.4,856.75,-200,6.01512020896016,812.5,51,1040.25,14,1183.25,622.25,19.325000286102,34.75,0.77104705241576
09/25/2004,01:00:00 PM,1.4,836.5,-200,6.00437488692127,812,31,1065,9,1170.5,624,19.800000190735,31.199999809265,0.712728647776317
09/25/2004,02:00:00 PM,1,805,-200,4.54846984661019,740.25,41,1160.5,12,1116.5,564.5,19.825000286102,31.050000190735,0.710387887235557
09/25/2004,03:00:00 PM,0.9,781,-200,3.89712812808412,705,41,1203,14,1067.75,513.75,20.224999427795,28.64999961853,0.671695062706908
09/25/2004,04:00:00 PM,1.1,814.5,-200,4.59628626723035,742.75,54,1182.5,21,1094.75,536,22.099999904633,24.799999713898,0.651428884879684
09/25/2004,05:00:00 PM,1.3,876.5,-200,6.71412954181095,844.25,112,1047.5,43,1193,669,21.125,27.674999713898,0.685346605159697
09/25/2004,06:00:00 PM,1.8,926.25,-200,8.87691855939748,934.5,178,931,62,1261.75,785.5,20.075000286102,30.324999809265,0.704484842751208
09/25/2004,07:00:00 PM,2.4,986.75,-200,9.82374867012463,971,218,876.25,68,1311.75,891,19.474999904633,32.97500038147,0.738427750732685
09/25/2004,08:00:00 PM,2.7,1004,-200,10.7881895202404,1006.6666666667,241,847.66666666667,81,1321.3333333333,925.66666666667,19.299999872843,32.333333333333,0.716324742512576
09/25/2004,09:00:00 PM,1.7,897,-200,7.42210445259497,875,223,937,88,1226.75,902.25,18.424999713898,33.22500038147,0.697464027865995
09/25/2004,10:00:00 PM,2.2,1001.5,-200,10.3124265650867,989.25,279,840,99,1357.5,1010.5,17.800000190735,36.474999427795,0.736630542959341
09/25/2004,11:00:00 PM,2.8,1125.75,-200,13.8271301463867,1111,330,746,98,1472.5,1249,17.775000095367,39.85000038147,0.803543064707409
09/26/2004,12:00:00 AM,2.4,1066.75,-200,10.9495772103961,1012.5,330,794.25,97,1350.25,1132.5,16.950000286102,43.02499961853,0.824152899949145
09/26/2004,01:00:00 AM,2.5,1062.75,-200,11.7312589828152,1040.25,341,739.25,101,1413,1165.5,15.525000333786,52.150000572205,0.913551988522836
09/26/2004,02:00:00 AM,1.4,915,-200,7.83845417748981,892.5,205,872.25,90,1287.25,953.25,15.599999904633,51.89999961853,0.913478587540896
09/26/2004,03:00:00 AM,1.4,905.75,-200,7.65287582436705,884.75,-200,871.75,-200,1304.25,911.5,13.549999952316,59.375,0.917609472365536
09/26/2004,04:00:00 AM,-200,843.5,-200,5.45180293144635,785.75,130,968.5,61,1225.5,830.5,13.400000095367,59.924999237061,0.917271959615922
09/26/2004,05:00:00 AM,0.9,816,-200,4.51988238159814,738.75,102,999,55,1187.5,792.5,12.525000095367,63.200000762939,0.91459507731852
09/26/2004,06:00:00 AM,0.6,768,-200,3.31416111314205,671.25,79,1128,46,1153.25,699.75,13.625,57.574999809265,0.894064131555489
09/26/2004,07:00:00 AM,1,835,-200,5.42605863640047,784.5,148,988.5,56,1223.75,780.25,12.199999809265,63.249999046326,0.896353655079364
09/26/2004,08:00:00 AM,1.6,943.75,-200,8.21528124610727,908,261,865,83,1321,931,14.600000143051,56.400000572205,0.931882331333419
09/26/2004,09:00:00 AM,0.9,810,-200,2.97590676288616,650.5,107,1169.75,55,1116.75,574.5,19.825000286102,38.599999427795,0.883123087676731
09/26/2004,10:00:00 AM,0.9,819.25,-200,3.03990285654735,654.5,103,1221.75,47,1103.75,506.75,21.599999904633,33.425001144409,0.851889896775917
09/26/2004,11:00:00 AM,1,843.5,-200,3.46567630209742,680.25,122,1147,61,1128.75,518,22.02499961853,32.150000095367,0.840685667597885
09/26/2004,12:00:00 PM,1,846,-200,3.60277322377015,688.25,127,1126.75,58,1138.25,518.25,22.699999809265,30.174999713898,0.821727977699601
09/26/2004,01:00:00 PM,0.9,841.75,-200,3.99592429292043,710.5,110,1076.5,59,1159.75,515.75,22.275000095367,30.375,0.806319750973518
09/26/2004,02:00:00 PM,0.9,840.25,-200,4.19667035770884,721.5,98,1048,54,1169,506.5,22.050000190735,30.474999904633,0.798087897024031
09/26/2004,03:00:00 PM,0.9,815,-200,3.08019485312628,657,146,1166,69,1098.25,489.75,22.125,29.5,0.77605294932024
09/26/2004,04:00:00 PM,0.9,838.25,-200,3.54680417647915,685,119,1175.75,54,1121.25,465,23.39999961853,27.050000190735,0.768146903186007
09/26/2004,05:00:00 PM,2.7,991.5,-200,10.2516325172506,987,234,822.75,95,1327,781,23.10000038147,27.025000095367,0.753797844843739
09/26/2004,06:00:00 PM,2.2,990.25,-200,7.79038156489745,890.5,261,908,99,1277.75,765.25,21.474999904633,31.39999961853,0.794253070080176
09/26/2004,07:00:00 PM,3.3,1065.75,-200,10.7078790775773,1003.75,371,795,127,1383.5,1005.5,20.250000476837,35.47500038147,0.83297575697734
09/26/2004,08:00:00 PM,2.1,970.5,-200,7.29909262576145,869.75,266,910.75,98,1287.25,798,19.625000476837,36.25,0.819264745105685
09/26/2004,09:00:00 PM,1.8,962.5,-200,7.71253264627595,887.25,268,852.5,112,1311.25,938.25,18.699999809265,39.72500038147,0.848185763650416
09/26/2004,10:00:00 PM,1.9,1009.75,-200,8.63094701114028,924.75,294,828.75,115,1351,996.25,18.025000095367,42.699999809265,0.874459052418653
09/26/2004,11:00:00 PM,2.3,1054,-200,9.99663835384091,977.5,303,767.75,114,1397.75,1109.25,17.125,47.550000190735,0.920824866553674
09/27/2004,12:00:00 AM,1.9,998,-200,8.49972306634666,919.5,241,802,103,1365,1041.75,16.624999523163,51.324999809265,0.963382000210356
09/27/2004,01:00:00 AM,1.3,919.25,-200,5.78590418758516,801.75,142,890.5,81,1265,939.5,15.874999761581,55.175000190735,0.988071857711494
09/27/2004,02:00:00 AM,1,884,-200,5.00135389693943,763.5,110,920.75,75,1246.5,900,14.850000143051,58.925000190735,0.989148974600146
09/27/2004,03:00:00 AM,0.6,803.25,-200,2.94016434536352,648.25,-200,1078.5,-200,1177.5,774,14.149999856949,61.02499961853,0.979885426791387
09/27/2004,04:00:00 AM,0.6,820.25,-200,3.35595888406735,673.75,104,1024,64,1187.5,789.5,13.974999904633,62.649998664856,0.994833097153594
09/27/2004,05:00:00 AM,0.9,893.5,-200,5.62823955324069,794.25,179,888.5,71,1266.25,907.5,14.050000190735,61.699999809265,0.98443859783825
09/27/2004,06:00:00 AM,1.5,987.75,-200,9.0425340111442,941,361,800.5,99,1398.5,1034.5,14.350000143051,60.275000572205,0.980227939718077
09/27/2004,07:00:00 AM,5.5,1372.25,-200,26.900111753065,1476.5,799,542.25,132,1973.25,1555.75,15,57.699999809265,0.977823055232908
09/27/2004,08:00:00 AM,4,1208.75,-200,18.7902804892385,1262.25,614,617.5,135,1707.5,1391.75,16.85000038147,50.324999809265,0.957987370680776
09/27/2004,09:00:00 AM,1.8,951,-200,8.20914360764272,907.75,275,872.75,94,1313.5,903.5,19.675000190735,40.175000190735,0.910756415933495
09/27/2004,10:00:00 AM,1.9,992,-200,9.10016628828923,943.25,325,846.5,103,1351,936.25,22.22500038147,33.575000762939,0.888587642394125
09/27/2004,11:00:00 AM,1.7,963.5,-200,9.19656674023842,947,327,861.75,123,1328.25,907,23.675000190735,29.575000286102,0.853742309757861
09/27/2004,12:00:00 PM,1.6,917,-200,8.25214813535065,909.5,252,885.75,95,1275.25,744,21.900000095367,30.674999713898,0.796093211383333
09/27/2004,01:00:00 PM,1.9,937,-200,9.05532769248143,941.5,226,851.5,90,1276,772.5,22.27499961853,29.525000095367,0.783756050744226
09/27/2004,02:00:00 PM,1.6,961,-200,9.2417017512885,948.75,230,853,99,1305.5,812.25,23.799999713898,26.974999904633,0.784508706569668
09/27/2004,03:00:00 PM,1.8,969.25,-200,9.57338076470358,961.5,244,828.5,107,1315.5,855.5,23.349999904633,28.299999713898,0.801247285166396
09/27/2004,04:00:00 PM,2,1019.5,-200,11.7813229735719,1042,251,788,112,1400.5,926.75,24.22500038147,27.249999523163,0.812791287004218
09/27/2004,05:00:00 PM,3.1,1106.75,-200,17.3051620004283,1219,346,683.25,132,1581.75,1130.5,25.050000190735,25.75,0.806505187071573
09/27/2004,06:00:00 PM,3.9,1119,-200,17.7631252012208,1232.5,407,670,148,1538.75,1269.75,22.349999904633,29.150000095367,0.777300431527741
09/27/2004,07:00:00 PM,4.3,1172.75,-200,20.9179392313242,1321.75,490,633,158,1679,1364.75,20.750000476837,32.525000095367,0.787320169301938
09/27/2004,08:00:00 PM,3.5,1097,-200,14.8624314613566,1144.25,434,701.5,145,1517.25,1274.25,19.125,36.799999237061,0.806562398532024
09/27/2004,09:00:00 PM,2.4,1018,-200,11.2777540500341,1024.25,345,758.25,128,1400.25,1168.75,18.124999523163,39.949999809265,0.823222904573629
09/27/2004,10:00:00 PM,1.5,932.25,-200,8.3508036595081,913.5,192,837,105,1297.5,999.5,17.449999332428,42.824999809265,0.846273697569336
09/27/2004,11:00:00 PM,1.3,897,-200,6.810174913241,848.5,157,890.75,90,1253.25,909.5,16.699999809265,46.624999046326,0.879275430718194
09/28/2004,12:00:00 AM,1,840,-200,4.89256752393048,758,148,994.25,85,1188.5,828.75,17.099999666214,46.824999809265,0.905373032202729
09/28/2004,01:00:00 AM,0.8,801.75,-200,3.46567630209742,680.25,105,1091.25,73,1136.75,756,15.324999809265,51.924999237061,0.898210244584998
09/28/2004,02:00:00 AM,0.5,765,-200,2.76036610479558,636.75,141,1137.75,74,1112.5,741.75,14.975000143051,52.77499961853,0.892947536399638
09/28/2004,03:00:00 AM,0.4,740.75,-200,2.14881924842735,595,-200,1190.5,-200,1079.75,685.5,14.400000095367,54.47500038147,0.888723116895781
09/28/2004,04:00:00 AM,0.5,747.5,-200,2.15228594945215,595.25,107,1208.25,61,1088.5,676.5,12.799999713898,59.75,0.880090863886054
09/28/2004,05:00:00 AM,0.7,791.25,-200,3.87482164280027,703.75,166,1056.5,69,1153.5,748.25,11.924999952316,62.674999237061,0.872575509351273
09/28/2004,06:00:00 AM,1.2,874.75,-200,7.32830164129755,871,241,890,82,1252.5,890,12.125,62.574998855591,0.882507533438817
09/28/2004,07:00:00 AM,2.4,1085.25,-200,15.4924123758518,1164,368,707.25,120,1503,1154.5,13.474999904633,58.150001525879,0.894380754101079
09/28/2004,08:00:00 AM,4.3,1267.5,-200,27.1040109757861,1481.5,498,550,135,1848.5,1533,14.399999856949,55.699998855591,0.908708132130552
09/28/2004,09:00:00 AM,4.1,1235.75,-200,21.2758331857948,1331.5,641,600.5,152,1683,1549.5,17.800000190735,45.674999237061,0.922429061425147
09/28/2004,10:00:00 AM,3.7,1274.25,-200,19.91352552272,1294,667,615.25,177,1594.75,2235.5,20.999999523163,37.249999046326,0.915494001039485
09/28/2004,11:00:00 AM,3.4,1249.75,-200,19.3970988611247,1279.5,550,618,181,1662.5,2178,24.450000286102,29.799999713898,0.900797210714268
09/28/2004,12:00:00 PM,3.8,1224,-200,21.8376933326101,1346.6666666667,483,602,176,1669.6666666667,1901,26.43333307902,26.400000254313,0.896908450710856
09/28/2004,01:00:00 PM,4.1,1219.75,-200,21.7198663518089,1343.5,524,604.75,163,1676.25,1742.5,25.150000095367,26.825000286102,0.845149406870196
09/28/2004,02:00:00 PM,3.4,1165.5,-200,18.8952231728643,1265.25,481,639.75,174,1570.25,1502.25,26.125,24.824999809265,0.828305378224103
09/28/2004,03:00:00 PM,2.3,1049.75,-200,13.0099891749196,1084,305,747.5,117,1402,1153,26.174999713898,24.424999713898,0.817351224618001
09/28/2004,04:00:00 PM,3.2,1174,-200,18.8339763249878,1263.5,396,670.25,145,1597.5,1287.25,28.924999713898,21.349999904633,0.838173484024837
09/28/2004,05:00:00 PM,4.8,1323.25,-200,26.7984083896797,1474,501,554,173,1854,1547,28,23.325000286102,0.868097179674109
09/28/2004,06:00:00 PM,6.7,1431.5,-200,36.9014555988972,1705.5,702,487.5,204,2097.75,1841.5,24.700000286102,27.89999961853,0.855947590996948
09/28/2004,07:00:00 PM,7.5,1478.75,-200,39.2621156040507,1755.5,755,466,209,2164.5,1907.5,22.974999904633,33.599999427795,0.930205387201644
09/28/2004,08:00:00 PM,4.5,1309,-200,23.0562791237871,1379,524,555.25,175,1840.5,1693,20.875,45.75,1.11589711509197
09/28/2004,09:00:00 PM,2.1,1088.5,-200,11.6456465597041,1037.25,247,706.75,129,1479.5,1335.5,19.849999904633,48.575000762939,1.11304044827827
09/28/2004,10:00:00 PM,1.5,1009,-200,8.28908537700901,911,196,787.75,111,1359,1176.75,19.800000190735,47.650000572205,1.08851027826876
09/28/2004,11:00:00 PM,1.1,930.25,-200,5.65962385684728,795.75,135,883.25,85,1262.5,976.75,18.625,49.10000038147,1.04351784543742
09/29/2004,12:00:00 AM,1.1,928.75,-200,5.85480151426304,805,146,878.75,86,1269.5,974.25,17.224999904633,53.875,1.04983144598566
09/29/2004,01:00:00 AM,0.9,871.5,-200,4.13692263863963,718.25,106,980.5,71,1223.25,871.5,16.349999904633,56.75,1.04703009305718
09/29/2004,02:00:00 AM,0.5,790,-200,2.23267641921423,601,70,1150.25,60,1156.5,734,17.425000190735,53.424999237061,1.05410239042587
09/29/2004,03:00:00 AM,0.4,793.25,-200,1.96183608183153,581.25,-200,1169.25,-200,1151.75,667.5,15.525000333786,58.849999427795,1.03092106254903
09/29/2004,04:00:00 AM,-200,788.5,-200,2.15922649749403,595.75,62,1144.5,48,1161,698.25,14.575000047684,62.050000190735,1.02361132314573
09/29/2004,05:00:00 AM,0.4,769.25,-200,2.01885546115516,585.5,60,1220.5,45,1133.75,650.25,17.074999809265,52.474999427795,1.01303712900706
09/29/2004,06:00:00 AM,0.7,851.5,-200,4.03211132847085,712.5,92,1029.25,53,1203.25,749.25,15.174999952316,58.274998664856,0.998552077304735
09/29/2004,07:00:00 AM,2,1099.5,-200,13.40077850392,1097,277,738.75,94,1516.25,1106.25,14.925000190735,59.199999809265,0.998494167453124
09/29/2004,08:00:00 AM,4.2,1325.5,-200,28.0089517174564,1503.5,600,510.25,122,1968,1609.25,15.125,59.049999237061,1.0086404305881
09/29/2004,09:00:00 AM,5.2,1432.75,-200,28.6018554872687,1517.75,693,499.25,170,1972.75,1770.25,19.049999713898,47.824999809265,1.043379461472
09/29/2004,10:00:00 AM,3.8,1310,-200,21.3587914677703,1333.75,617,572.75,174,1746.5,1633.25,22.425000190735,38.825000762939,1.03996847769558
09/29/2004,11:00:00 AM,3.7,1304,-200,19.1146535027597,1271.5,569,593,191,1672.5,1583.25,25.425000190735,33.349999904633,1.06790165314135
09/29/2004,12:00:00 PM,3.4,1285.5,-200,19.6100909504742,1285.5,409,593.25,179,1728,1448.5,27.199999809265,30.424999713898,1.08095187633544
09/29/2004,01:00:00 PM,3.1,1216.5,-200,15.8318688490463,1174.5,335,620.75,148,1644.25,1451,25.450000286102,34.775000572205,1.11517256822164
09/29/2004,02:00:00 PM,2.4,1103.5,-200,13.4613371540247,1099,290,698.25,129,1482.5,1147,26.375,28.52499961853,0.965800161664548
09/29/2004,03:00:00 PM,2.8,1142.75,-200,15.8643615259515,1175.5,312,676.75,148,1551,1107.75,27.674999713898,25.075000286102,0.915811603597294
09/29/2004,04:00:00 PM,3.6,1205,-200,19.931436447585,1294.5,440,626.25,184,1613.25,1266.5,28.574999809265,23.175000190735,0.891657704014804
09/29/2004,05:00:00 PM,4,1276.25,-200,21.599221367394,1340.25,450,596.75,188,1676.5,1302.75,27.150000095367,26.300000190735,0.931681096775027
09/29/2004,06:00:00 PM,5.6,1440.25,-200,30.9504985040363,1573,578,491.25,204,1997.25,1643,25.300000190735,32.950000286102,1.04734966422652
09/29/2004,07:00:00 PM,6.3,1466.75,-200,34.0501135683664,1643.25,615,467,201,2088.25,1749,23.174999713898,36.924999237061,1.03456576986533
09/29/2004,08:00:00 PM,4.7,1338.75,-200,22.8280199994386,1373,536,541,165,1796.5,1585.25,21.574999809265,43.300000190735,1.1019035950696
09/29/2004,09:00:00 PM,1.9,1108,-200,12.3380114386441,1061.25,238,685.25,133,1454.25,1314.75,21.125,44.775000572205,1.10881282585069
09/29/2004,10:00:00 PM,1.9,1116,-200,10.9287701462328,1011.75,249,698.5,125,1444.5,1289.75,19.650000095367,49.25,1.11477594567369
09/29/2004,11:00:00 PM,1.2,980.5,-200,7.06145783586567,859.5,150,811.5,101,1298.25,1059.25,20.324999809265,47.824999809265,1.1281098832413
